director_name,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,budget,title_year,movie_facebook_likes
John Landis,644,1000,Comedy,John Belushi,Animal House,3468,3000000,1978,0
John Landis,644,119,Comedy,David Zucker,The Kentucky Fried Movie,190,650000,1977,0
Joan Chen,643,24000,Drama,J.K. Simmons,Autumn in New York,26938,40000000,2000,0
Warren Beatty,631,635,Biography,Paul Sorvino,Reds,2291,35000000,1981,0
Warren Beatty,631,678,Comedy,Charlie Korsmo,Dick Tracy,2096,100000000,1990,2000
Warren Beatty,631,631,Comedy,Warren Beatty,Bulworth,1023,30000000,1998,0
John Woo,610,10000,Action,Tom Cruise,Mission: Impossible II,11930,125000000,2000,0
John Woo,610,12000,Action,Nicolas Cage,Face/Off,17087,80000000,1997,11000
John Woo,610,848,Action,Delroy Lindo,Broken Arrow,2913,50000000,1996,0
John Woo,610,12000,Action,Nicolas Cage,Windtalkers,15046,115000000,2002,0
John Woo,610,834,Action,Ivana Milicevic,Paycheck,3637,60000000,2003,0
Peter Weir,608,613,Action,James D'Arcy,Master and Commander: The Far Side of the World,1205,150000000,2003,0
Peter Weir,608,49000,Comedy,Robin Williams,Dead Poets Society,51609,16400000,1989,23000
Peter Weir,608,2000,Comedy,Natascha McElhone,The Truman Show,3698,60000000,1998,18000
Peter Weir,608,11000,Drama,Harrison Ford,Witness,22479,12000000,1985,0
William Friedkin,607,813,Action,Roy Scheider,The French Connection,1196,1800000,1971,0
William Friedkin,607,813,Action,Roy Scheider,The French Connection,1196,1800000,1971,0
William Friedkin,607,933,Action,Connie Nielsen,The Hunted,2248,55000000,2003,0
William Friedkin,607,813,Action,Roy Scheider,Sorcerer,1011,12000000,1977,0
William Friedkin,607,11000,Drama,Matthew McConaughey,Killer Joe,11853,11000000,2011,12000
William Friedkin,607,2000,Drama,Michael Biehn,Jade,5461,50000000,1995,422
Elia Kazan,603,10000,Drama,Marlon Brando,On the Waterfront,11094,910000,1954,0
Elia Kazan,603,10000,Drama,Marlon Brando,A Streetcar Named Desire,10570,1800000,1951,5000
Elia Kazan,603,936,Drama,Dean Stockwell,Gentleman's Agreement,1846,2000000,1947,0
Bonnie Hunt,597,893,Comedy,Minnie Driver,Return to Me,3946,24000000,2000,0
Roland JoffÕ©,596,10000,Drama,Gary Oldman,The Scarlet Letter,15820,50000000,1995,943
Jon Stewart,593,374,Biography,Numan Acar,Rosewater,1283,5000000,2014,5000
Alex Kendrick,589,690,Drama,Ben Davies,Courageous,2300,2000000,2011,10000
Alex Kendrick,589,51,Drama,Shannen Fields,Flywheel,108,20000,2003,725
Alex Kendrick,589,848,Drama,Kirk Cameron,Fireproof,1164,500000,2008,0
Alex Kendrick,589,589,Drama,Alex Kendrick,Facing the Giants,916,100000,2006,0
James Gunn,571,14000,Action,Bradley Cooper,Guardians of the Galaxy,32438,170000000,2014,96000
James Gunn,571,2000,Comedy,Linda Cardellini,Super,4590,2500000,2010,19000
Gore Verbinski,563,40000,Action,Johnny Depp,Pirates of the Caribbean: At World's End,48350,300000000,2007,0
Gore Verbinski,563,40000,Action,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest,48486,225000000,2006,5000
Gore Verbinski,563,40000,Action,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,48184,140000000,2003,10000
Gore Verbinski,563,40000,Action,Johnny Depp,The Lone Ranger,45757,215000000,2013,48000
Gore Verbinski,563,40000,Animation,Johnny Depp,Rango,43291,135000000,2011,26000
Gore Verbinski,563,24000,Comedy,J.K. Simmons,The Mexican,43917,34000000,2001,2000
Gore Verbinski,563,12000,Comedy,Nicolas Cage,The Weather Man,13156,22000000,2005,0
RZA,561,746,Action,Rick Yune,The Man with the Iron Fists,2377,15000000,2012,29000
Paul Haggis,549,10000,Drama,Olivia Wilde,The Next Three Days,11799,35000000,2010,27000
Chris Stokes,548,389,Drama,Jennifer Freeman,You Got Served,1792,8000000,2004,0
Paul W.S. Anderson,545,1000,Action,Christopher Lambert,Mortal Kombat,3816,18000000,1995,0
Paul W.S. Anderson,545,886,Action,Sanaa Lathan,AVP: Alien vs. Predator,3222,60000000,2004,0
Paul W.S. Anderson,545,26000,Action,Jason Statham,Death Race,28643,45000000,2008,0
Penny Marshall,545,919,Comedy,Rosie Perez,Riding in Cars with Boys,4796,48000000,2001,0
Penny Marshall,545,783,Comedy,Ed Begley Jr.,Renaissance Man,3126,40000000,1994,680
Penny Marshall,545,15000,Comedy,Tom Hanks,Big,28018,18000000,1988,0
Penny Marshall,545,15000,Comedy,Tom Hanks,A League of Their Own,16751,40000000,1992,0
Joel Schumacher,541,920,Action,Michael Gough,Batman  Robin,2699,125000000,1997,0
Joel Schumacher,541,920,Action,Michael Gough,Batman Forever,2880,100000000,1995,0
Joel Schumacher,541,12000,Comedy,Anthony Hopkins,Bad Company,12993,70000000,2002,792
Joel Schumacher,541,22000,Comedy,Robert De Niro,Flawless,46022,15000000,1999,0
Joel Schumacher,541,821,Drama,Bradley Whitford,The Client,4043,45000000,1994,1000
Joel Schumacher,541,18000,Drama,Kevin Spacey,A Time to Kill,31349,40000000,1996,0
Joel Schumacher,541,8000,Drama,Julia Roberts,Flatliners,10493,26000000,1990,0
Sam Peckinpah,541,682,Action,William Holden,The Wild Bunch,2379,6244087,1969,0
Sam Peckinpah,541,773,Action,James Coburn,Major Dundee,2888,3800000,1965,251
Sam Peckinpah,541,773,Biography,James Coburn,Pat Garrett  Billy the Kid,2409,4638783,1973,0
Sam Peckinpah,541,575,Comedy,Slim Pickens,The Ballad of Cable Hogue,1970,3716946,1970,357
Mario Van Peebles,535,668,Action,Martin Kove,Red Sky,2204,25000000,2014,437
Charles S. Dutton,534,865,Biography,Omar Epps,Against the Ropes,2972,39000000,2004,177
Peter Berg,532,14000,Action,Liam Neeson,Battleship,26679,209000000,2012,44000
Peter Berg,532,480,Action,Jerry Ferrara,Lone Survivor,1261,40000000,2013,58000
Peter Berg,532,10000,Action,Will Smith,Hancock,21584,150000000,2008,0
Peter Berg,532,3000,Action,Jennifer Garner,The Kingdom,5187,70000000,2007,0
Peter Berg,532,12000,Comedy,Dwayne Johnson,The Rundown,16930,85000000,2003,0
Peter Berg,532,4000,Comedy,Jon Favreau,Very Bad Things,6046,10000000,1998,0
Tanner Beard,531,10000,Action,William McNamara,The Legend of Hell's Gate: An American Conspiracy,15707,2000000,2011,651
Lasse Hallstrim,529,442,Comedy,Hope Davis,The Hoax,1134,25000000,2006,348
Lasse Hallstrim,529,820,Comedy,Manish Dayal,The Hundred-Foot Journey,1484,22000000,2014,55000
Lasse Hallstrim,529,11000,Drama,Morgan Freeman,An Unfinished Life,11519,30000000,2005,0
Lasse Hallstrim,529,18000,Drama,Kevin Spacey,The Shipping News,19805,35000000,2001,0
Lasse Hallstrim,529,1000,Drama,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale,4453,16000000,2009,115000
Lasse Hallstrim,529,40000,Drama,Johnny Depp,What's Eating Gilbert Grape,69746,11000000,1993,14000
Lasse Hallstrim,529,576,Drama,David Lyons,Safe Haven,1554,28000000,2013,23000
Lasse Hallstrim,529,17000,Drama,Channing Tatum,Dear John,19945,25000000,2010,14000
Jeff Garlin,522,813,Comedy,Jessy Schram,I Want Someone to Eat Cheese With,2179,1500000,2006,0
Paul Greengrass,521,13000,Action,Matt Damon,The Bourne Supremacy,14161,75000000,2004,0
Paul Greengrass,521,13000,Action,Matt Damon,The Bourne Ultimatum,17369,110000000,2007,0
Paul Greengrass,521,15000,Biography,Tom Hanks,Captain Phillips,16281,55000000,2013,65000
Paul Greengrass,521,97,Drama,Christian Clemenson,United 93,313,15000000,2006,0
Sydney Pollack,521,11000,Biography,Meryl Streep,Out of Africa,12518,31000000,1985,0
Sydney Pollack,521,13000,Comedy,Bill Murray,Tootsie,14701,22000000,1982,0
Sydney Pollack,521,11000,Drama,Harrison Ford,Random Hearts,16710,64000000,1999,295
Sydney Pollack,521,10000,Drama,Tom Cruise,The Firm,14244,42000000,1993,0
Harmony Korine,520,11000,Drama,James Franco,Spring Breakers,12306,5000000,2012,25000
Michael Cimino,517,12000,Action,Jeff Bridges,Heaven's Gate,14255,44000000,1980,1000
Francis Lawrence,508,34000,Action,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2,81385,160000000,2015,38000
Francis Lawrence,508,34000,Action,Jennifer Lawrence,The Hunger Games: Catching Fire,49355,130000000,2013,82000
Francis Lawrence,508,34000,Action,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,81385,125000000,2014,52000
Francis Lawrence,508,10000,Drama,Will Smith,I Am Legend,13076,150000000,2007,11000
Francis Lawrence,508,21000,Drama,Robert Pattinson,Water for Elephants,36062,38000000,2011,33000
Richard Donner,503,10000,Action,Marlon Brando,Superman,12940,55000000,1978,0
Richard Donner,503,23000,Action,Paul Walker,Timeline,43887,80000000,2003,0
Richard Donner,503,8000,Action,Julia Roberts,Conspiracy Theory,8355,75000000,1997,0
Richard Donner,503,808,Action,Rene Russo,Lethal Weapon 3,1446,35000000,1992,0
Richard Donner,503,5000,Action,Jet Li,Lethal Weapon 4,6171,140000000,1998,0
Richard Donner,503,2000,Comedy,Matthew Broderick,Ladyhawke,2251,20000000,1985,0
Richard Donner,503,13000,Comedy,Bill Murray,Scrooged,18734,32000000,1988,11000
Richard Donner,503,2000,Drama,Adam Baldwin,Radio Flyer,4334,35000000,1992,892
Robert Altman,500,11000,Comedy,Meryl Streep,A Prairie Home Companion,12946,10000000,2006,683
Cameron Crowe,488,22000,Comedy,Philip Seymour Hoffman,Almost Famous,36897,60000000,2000,15000
Cameron Crowe,488,15000,Comedy,Emma Stone,Aloha,44037,37000000,2015,11000
Cameron Crowe,488,5000,Comedy,Orlando Bloom,Elizabethtown,12700,57000000,2005,0
Cameron Crowe,488,10000,Comedy,Tom Cruise,Jerry Maguire,12182,50000000,1996,0
Andrew Niccol,487,430,Action,J.D. Evermore,The Host,1300,40000000,2013,43000
Andrew Niccol,487,20000,Action,Matt Bomer,In Time,34011,40000000,2011,52000
Andrew Niccol,487,12000,Drama,Nicolas Cage,Lord of War,12076,50000000,2005,10000
Andrew Niccol,487,685,Drama,Blair Underwood,Gattaca,1942,36000000,1997,17000
John Lasseter,487,18000,Animation,Kevin Spacey,A Bug's Life,24205,120000000,1998,0
John Lasseter,487,15000,Animation,Tom Hanks,Toy Story,19046,30000000,1995,0
John Lasseter,487,15000,Animation,Tom Hanks,Toy Story 2,21275,90000000,1999,0
John Lasseter,487,1000,Animation,John Ratzenberger,Cars,4905,120000000,2006,0
John Lasseter,487,1000,Animation,Joe Mantegna,Cars 2,4482,200000000,2011,10000
Todd Phillips,480,8000,Comedy,Will Ferrell,Old School,10325,24000000,2003,0
Todd Phillips,480,1000,Comedy,Ethan Suplee,Road Trip,3889,15600000,2000,0
Todd Phillips,480,970,Comedy,Jon Heder,School for Scoundrels,4374,20000000,2006,484
Todd Phillips,480,14000,Comedy,Bradley Cooper,The Hangover,17623,35000000,2009,24000
Todd Phillips,480,14000,Comedy,Bradley Cooper,The Hangover Part II,16143,80000000,2011,56000
Todd Phillips,480,881,Comedy,Snoop Dogg,Starsky  Hutch,3943,60000000,2004,0
Todd Phillips,480,21000,Comedy,Robert Downey Jr.,Due Date,23018,65000000,2010,25000
Andrew Stanton,475,640,Action,Daryl Sabara,John Carter,1873,263700000,2012,24000
Andrew Stanton,475,1000,Animation,Alexander Gould,Finding Nemo,5641,94000000,2003,11000
Andrew Stanton,475,1000,Animation,John Ratzenberger,WALLëˆE,2975,180000000,2008,16000
F. Gary Gray,473,890,Action,Vivica A. Fox,Set It Off,3661,9000000,1996,0
F. Gary Gray,473,14000,Action,Vin Diesel,A Man Apart,16611,36000000,2003,0
F. Gary Gray,473,26000,Action,Jason Statham,The Italian Job,35084,60000000,2003,0
F. Gary Gray,473,559,Biography,Aldis Hodge,Straight Outta Compton,2702,28000000,2015,76000
F. Gary Gray,473,12000,Comedy,Dwayne Johnson,Be Cool,15889,53000000,2005,0
F. Gary Gray,473,826,Comedy,Nia Long,Friday,3455,3500000,1995,8000
F. Gary Gray,473,18000,Drama,Gerard Butler,Law Abiding Citizen,22517,50000000,2009,21000
Jonathan Liebesman,473,14000,Action,Liam Neeson,Wrath of the Titans,16184,150000000,2012,19000
Jonathan Liebesman,473,833,Action,Noel Fisher,Battle Los Angeles,4001,70000000,2011,25000
Jonathan Liebesman,473,833,Comedy,Noel Fisher,Teenage Mutant Ninja Turtles,2690,125000000,2014,62000
Jonathan Liebesman,473,833,Comedy,Noel Fisher,Teenage Mutant Ninja Turtles,2690,125000000,2014,62000
John Milius,468,605,Action,Rosanna Arquette,Flight of the Intruder,1290,35000000,1991,452
John Milius,468,1000,Action,Lea Thompson,Red Dawn,3860,16900000,1984,0
John Milius,468,919,Action,William Smith,Conan the Barbarian,2024,20000000,1982,0
Robert Townsend,467,467,Comedy,Robert Townsend,Hollywood Shuffle,1431,100000,1987,471
Marc Webb,464,15000,Action,Emma Stone,The Amazing Spider-Man,28489,230000000,2012,56000
Marc Webb,464,15000,Action,Emma Stone,The Amazing Spider-Man 2,28631,200000000,2014,41000
Marc Webb,464,23000,Comedy,Joseph Gordon-Levitt,500 Days of Summer,54075,7500000,2009,40000
Atom Egoyan,460,14000,Drama,Liam Neeson,Chloe,14372,11000000,2009,0
Joe Wright,456,157,Action,Jessica Barden,Hanna,257,30000000,2011,38000
Joe Wright,456,20000,Action,Hugh Jackman,Pan,21393,150000000,2015,24000
Sam Taylor-Johnson,456,1000,Drama,Jennifer Ehle,Fifty Shades of Grey,4585,40000000,2015,101000
David Ayer,453,24000,Action,J.K. Simmons,Harsh Times,50313,2000000,2005,0
David Ayer,453,1000,Action,Mireille Enos,Sabotage,1458,35000000,2014,10000
David Ayer,453,1000,Action,Mireille Enos,Sabotage,1458,35000000,2014,10000
David Ayer,453,18000,Action,Keanu Reeves,Street Kings,33878,20000000,2008,0
David Ayer,453,15000,Drama,Jake Gyllenhaal,End of Watch,27788,7000000,2012,38000
David Ayer,452,11000,Action,Brad Pitt,Fury,20411,68000000,2014,82000
David Ayer,452,10000,Comedy,Will Smith,Suicide Squad,11287,175000000,2016,80000
Lisa Cholodenko,450,14000,Comedy,Josh Hutcherson,The Kids Are All Right,18645,3500000,2010,16000
James Mangold,446,20000,Action,Hugh Jackman,The Wolverine,23755,120000000,2013,68000
James Mangold,446,23000,Action,Christian Bale,3:10 to Yuma,33548,55000000,2007,0
James Mangold,446,11000,Biography,Angelina Jolie Pitt,Girl Interrupted,13433,24000000,1999,0
James Mangold,446,523,Biography,Sandra Ellis Lafferty,Walk the Line,1383,28000000,2005,11000
James Mangold,446,10000,Comedy,Tom Cruise,Knight and Day,12731,117000000,2010,11000
James Mangold,446,20000,Comedy,Hugh Jackman,Kate  Leopold,22209,48000000,2001,0
James Mangold,446,22000,Drama,Robert De Niro,Cop Land,40117,10000000,1997,2000
Jonathan Demme,438,12000,Drama,Anthony Hopkins,The Silence of the Lambs,13184,19000000,1991,40000
Jonathan Demme,438,18000,Drama,Denzel Washington,Philadelphia,33865,26000000,1993,0
Jonathan Demme,438,852,Drama,Oprah Winfrey,Beloved,2397,55000000,1998,853
Jonathan Demme,438,18000,Drama,Denzel Washington,The Manchurian Candidate,20056,80000000,2004,0
Frank Miller,436,19000,Action,Scarlett Johansson,The Spirit,20881,60000000,2008,2000
Frank Miller,436,23000,Action,Joseph Gordon-Levitt,Sin City: A Dame to Kill For,49433,65000000,2014,32000
Frank Whaley,436,474,Comedy,Lynn Cohen,The Jimmy Show,920,1500000,2001,47
Jorma Taccone,434,1000,Comedy,Jasper Cole,MacGruber,2618,10000000,2010,0
Ivan Reitman,425,11000,Comedy,Harrison Ford,Six Days Seven Nights,12729,70000000,1998,0
Ivan Reitman,425,743,Comedy,Richard Tyson,Kindergarten Cop,2403,26000000,1990,0
Ivan Reitman,425,13000,Comedy,Bill Murray,Stripes,27378,10000000,1981,0
Ivan Reitman,425,742,Comedy,Kelly Preston,Twins,2151,15000000,1988,0
Ivan Reitman,425,954,Comedy,Brian Dennehy,Legal Eagles,2179,40000000,1986,263
Ivan Reitman,425,20000,Comedy,Natalie Portman,No Strings Attached,22739,25000000,2011,24000
Ivan Reitman,425,973,Comedy,Rainn Wilson,My Super Ex-Girlfriend,2737,30000000,2006,1000
Ivan Reitman,425,3000,Drama,Jennifer Garner,Draft Day,3757,25000000,2014,14000
Jay Chandrasekhar,422,631,Comedy,Alice Greczyn,The Dukes of Hazzard,2297,50000000,2005,0
Jay Chandrasekhar,422,33000,Comedy,Chris Moss,Beerfest,35345,17500000,2006,0
Jay Chandrasekhar,422,816,Comedy,Geoffrey Arend,Super Troopers,2893,1200000,2001,0
Jay Chandrasekhar,422,861,Comedy,Brittany Daniel,Club Dread,3306,8550000,2004,713
Brett Ratner,420,12000,Action,Dwayne Johnson,Hercules,16235,100000000,2014,21000
Brett Ratner,420,12000,Action,Dwayne Johnson,Hercules,16235,100000000,2014,21000
Brett Ratner,420,2000,Comedy,Matthew Broderick,Tower Heist,3768,75000000,2011,0
Brett Ratner,420,4000,Comedy,Salma Hayek,After the Sunset,9814,58000000,2004,782
Brett Ratner,420,695,Comedy,Heather Locklear,Money Talks,2530,25000000,1997,666
Brett Ratner,420,191,Comedy,Mei MelanÕ_on,Rush Hour 2,664,90000000,2001,0
Brett Ratner,420,268,Comedy,Tzi Ma,Rush Hour 3,1125,140000000,2007,0
Brett Ratner,420,12000,Comedy,Nicolas Cage,The Family Man,16646,60000000,2000,0
Jee-woon Kim,419,971,Action,Zach Gilford,The Last Stand,1643,45000000,2013,24000
Nick Cassavetes,415,982,Comedy,Don Johnson,The Other Woman,2357,40000000,2014,16000
Nick Cassavetes,415,18000,Drama,Denzel Washington,John Q,20970,36000000,2002,0
Nick Cassavetes,415,673,Drama,Jason Patric,My Sister's Keeper,1775,30000000,2009,15000
Nick Cassavetes,415,33000,Drama,Ryan Gosling,The Notebook,34495,29000000,2004,57000
John Sayles,407,638,Action,Mary Elizabeth Mastrantonio,Limbo,823,8000000,1999,196
John Sayles,407,11000,Drama,Matthew McConaughey,Lone Star,11400,5000000,1996,0
John Sayles,407,688,Drama,Miguel Ferrer,Sunshine State,2584,5600000,2002,160
John Sayles,407,38,Drama,Brian Lee Franklin,Amigo,60,1700000,2010,594
Mike Judge,406,13000,Animation,Bruce Willis,Beavis and Butt-Head Do America,17035,12000000,1996,0
Mike Judge,406,989,Comedy,Gary Cole,Office Space,3462,10000000,1999,16000
Mike Judge,406,24000,Comedy,J.K. Simmons,Extract,41867,8000000,2009,0
Trey Parker,406,893,Animation,Minnie Driver,South Park: Bigger Longer  Uncut,3003,21000000,1999,0
Trey Parker,406,860,Comedy,Jeremy Shada,Team America: World Police,2609,30000000,2004,0
Trey Parker,406,406,Comedy,Trey Parker,Orgazmo,904,1000000,1997,0
Marc Forster,395,17000,Action,Peter Capaldi,World War Z,32392,190000000,2013,129000
Marc Forster,395,18000,Action,Gerard Butler,Machine Gun Preacher,19620,30000000,2011,21000
Marc Forster,395,40000,Biography,Johnny Depp,Finding Neverland,58823,25000000,2004,0
Marc Forster,395,8000,Comedy,Will Ferrell,Stranger Than Fiction,8362,38000000,2006,13000
Marc Forster,395,991,Drama,Radha Mitchell,Everything Put Together,3309,100000,2000,22
Marc Forster,395,283,Drama,Mustafa Haidari,The Kite Runner,904,20000000,2007,0
Marc Forster,395,13000,Drama,Heath Ledger,Monster's Ball,13707,4000000,2001,0
Joe Johnston,394,11000,Action,Chris Evans,Captain America: The First Avenger,19761,140000000,2011,46000
Joe Johnston,394,693,Action,Michael Jeter,Jurassic Park III,2574,93000000,2001,0
Joe Johnston,394,24000,Action,J.K. Simmons,Hidalgo,36925,100000000,2004,0
Joe Johnston,394,12000,Drama,Anthony Hopkins,The Wolfman,13071,150000000,2010,0
Walter Hill,394,922,Action,Fisher Stevens,Undisputed,2880,20000000,2002,977
Walter Hill,394,13000,Action,Sylvester Stallone,Bullet to the Head,25418,55000000,2012,10000
Howard Hawks,393,862,Action,Montgomery Clift,Red River,2269,3000000,1948,0
Andrew Wilson,387,8000,Comedy,Will Ferrell,The Wendell Baker Story,9608,8000000,2005,143
Noah Baumbach,387,436,Comedy,William Baldwin,The Squid and the Whale,479,1500000,2005,0
Noah Baumbach,387,6000,Comedy,Naomi Watts,While We're Young,6322,10000000,2014,0
Bill Condon,386,21000,Action,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,59177,120000000,2012,65000
Bill Condon,386,21000,Action,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,59177,120000000,2012,65000
Bill Condon,386,3000,Biography,Brendan Fraser,Gods and Monsters,4238,3500000,1998,0
Bill Condon,386,14000,Biography,Liam Neeson,Kinsey,17490,11000000,2004,0
Bill Condon,386,19000,Biography,Benedict Cumberbatch,The Fifth Estate,36337,28000000,2013,11000
Bill Condon,386,912,Drama,Loretta Devine,Dreamgirls,2856,70000000,2006,0
Patrick Hughes,385,26000,Action,Jason Statham,The Expendables 3,52610,90000000,2014,56000
Don Bluth,383,13000,Animation,Matt Damon,Titan A.E.,15857,75000000,2000,0
Don Bluth,383,4000,Animation,Kirsten Dunst,Anastasia,6017,50000000,1997,0
